product_id,product_sugar_content,product_type,store_id,store_size,store_location_city_type,store_type,product_weight,product_allocated_area,product_mrp,store_establishment_year,product_store_sales_total
FD7825,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,14.31,0.063,123.68,2009.0,3350.4
FD6221,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,13.4,0.041,139.02,2009.0,3458.94
NC2853,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,13.28,0.018,142.71,2009.0,3506.32
FD7965,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,15.98,0.016,176.26,1987.0,4802.82
DR496,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,11.7,0.108,127.24,2009.0,4021.37
FD6232,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,9.1,0.067,189.09,2009.0,3511.32
FD4496,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,12.04,0.011,128.04,2009.0,2925.8
FD7656,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,9.73,0.018,141.48,2009.0,2680.13
NC7492,No Sugar,Others,OUT002,Small,Tier 3,Food Mart,8.81,0.026,89.94,1998.0,1417.64
NC6401,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,12.4,0.116,151.96,2009.0,3496.02
FD3913,Regular,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,13.02,0.112,161.96,2009.0,3841.02
NC6390,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,9.34,0.019,143.34,2009.0,2628.63
FD2838,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.07,0.014,146.04,2009.0,3526.31
FD1677,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1,12.83,0.03,95.15,1987.0,2431.56
NC2180,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,15.88,0.047,180.04,1987.0,4857.42
FD4274,Regular,Dairy,OUT002,Small,Tier 3,Food Mart,9.18,0.171,115.82,1998.0,2030.87
FD6602,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,12.03,0.04,131.83,2009.0,3001.19
NC4590,No Sugar,Others,OUT002,Small,Tier 3,Food Mart,9.96,0.118,120.32,1998.0,2298.72
FD2632,Regular,Dairy,OUT002,Small,Tier 3,Food Mart,9.84,0.021,106.54,1998.0,1989.09
FD2047,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.03,0.128,166.1,2009.0,3702.58
DR2201,Low Sugar,Hard Drinks,OUT002,Small,Tier 3,Food Mart,12.46,0.097,91.54,1998.0,2274.65
FD7066,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.48,0.129,142.83,2009.0,3554.49
FD1338,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,8.55,0.092,110.85,1998.0,1786.19
FD2598,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,10.59,0.175,145.88,2009.0,2964.37
FD516,Regular,Breads,OUT002,Small,Tier 3,Food Mart,11.01,0.083,97.66,1998.0,2269.28
NC8569,No Sugar,Others,OUT004,Medium,Tier 2,Supermarket Type2,11.82,0.043,131.03,2009.0,2937.39
FD2884,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.15,0.012,167.99,2009.0,3993.49
FD779,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,13.07,0.046,132.82,2009.0,3256.33
FD7884,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,8.81,0.157,167.03,2009.0,2993.9
FD3508,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,14.43,0.079,161.34,1987.0,4148.8
FD8352,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,14.01,0.188,150.06,2009.0,3822.91
FD5684,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,11.16,0.014,162.72,2009.0,3436.33
DR683,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,13.81,0.05,168.59,1987.0,4155.92
FD1845,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.6,0.053,141.22,2009.0,2869.75
FD8192,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1,12.25,0.129,179.96,1987.0,4035.32
FD3426,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.42,0.086,143.96,2009.0,3339.0
FD7820,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,11.87,0.037,169.4,2009.0,3732.96
FD534,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,14.07,0.042,184.24,1987.0,2880.31
DR2522,reg,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,13.44,0.142,150.33,2009.0,3699.68
DR1715,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,9.85,0.09,128.55,1987.0,2442.1
NC7883,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,12.71,0.022,178.46,1987.0,4108.2
FD4169,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,10.19,0.113,171.99,2009.0,3407.4
FD4759,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,12.75,0.028,136.17,2009.0,3252.6
FD4085,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart,10.15,0.032,60.22,1998.0,1110.95
FD686,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.99,0.021,139.73,2009.0,3605.77
FD703,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,13.68,0.137,97.26,2009.0,2667.17
NC258,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,11.89,0.11,110.23,2009.0,3204.21
NC6668,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,12.73,0.073,148.4,2009.0,3498.52
FD2302,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,9.21,0.085,131.19,1987.0,2351.23
FD6724,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.31,0.012,137.8,2009.0,3188.01
FD3517,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.76,0.041,147.45,2009.0,3711.4
FD4010,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,13.93,0.114,151.26,2009.0,3829.14
FD3065,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.6,0.073,146.25,2009.0,3426.29
FD28,Regular,Canned,OUT002,Small,Tier 3,Food Mart,9.57,0.031,122.46,1998.0,980.96
NC4018,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,10.53,0.019,171.63,2009.0,3476.82
FD638,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.03,0.16,145.56,2009.0,2830.99
NC6500,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,12.59,0.041,207.04,1987.0,4666.63
FD4224,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,6.78,0.057,119.22,1998.0,1556.23
FD2326,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart,10.69,0.039,103.88,1998.0,2126.95
FD6438,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,16.53,0.037,169.09,1987.0,4781.48
FD3334,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.66,0.025,130.46,2009.0,2663.66
FD6087,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,8.92,0.173,142.67,2009.0,2519.65
NC3018,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,15.21,0.084,179.68,1987.0,4699.17
FD5963,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart,10.55,0.039,113.22,1998.0,2286.24
FD3069,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,15.73,0.031,149.47,1987.0,4199.64
NC746,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.37,0.038,129.99,2009.0,3040.88
FD3113,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.3,0.142,166.26,2009.0,3992.73
FD8508,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,12.05,0.032,131.9,2009.0,3006.57
FD925,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,9.66,0.024,101.85,1998.0,1851.95
FD2131,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,14.64,0.021,186.8,1987.0,4715.17
FD6265,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,13.0,0.12,171.38,1987.0,4029.06
DR2392,Regular,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2,11.8,0.073,150.58,2009.0,3333.8
FD987,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.0,0.12,152.09,2009.0,3183.92
FD1965,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1,15.98,0.052,168.47,1987.0,4643.63
NC6559,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1,9.75,0.152,132.28,1987.0,2494.49
FD4569,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,10.94,0.16,138.26,2009.0,2886.37
FD7792,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,12.97,0.131,174.0,1987.0,4075.66
FD3639,reg,Starchy Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.58,0.093,159.98,2009.0,3702.04
DR5206,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,12.89,0.047,198.96,1987.0,4568.58
NC3518,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,12.07,0.076,156.9,2009.0,3524.0
FD699,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,11.88,0.039,91.12,1998.0,2134.45
FD1559,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,13.94,0.036,191.07,1987.0,4645.79
DR5445,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,14.53,0.013,110.97,2009.0,3139.43
FD3609,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,11.18,0.159,121.69,2009.0,2602.46
FD4896,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.86,0.021,167.93,2009.0,3926.74
FD5375,Regular,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,13.39,0.04,196.18,1987.0,4625.21
FD741,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,12.87,0.175,146.47,2009.0,3491.96
FD7056,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,13.84,0.012,100.79,2009.0,2775.61
FD4365,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.19,0.119,165.79,2009.0,3731.99
FD737,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,12.12,0.055,101.18,1987.0,2394.72
FD352,Low Sugar,Frozen Foods,OUT002,Small,Tier 3,Food Mart,13.57,0.091,201.17,1998.0,2290.59
NC7470,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.26,0.047,133.02,2009.0,2851.53
FD2154,Low Sugar,Meat,OUT001,High,Tier 2,Supermarket Type1,11.55,0.028,111.89,1987.0,2485.64
NC4519,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,14.36,0.013,110.36,2009.0,3088.24
FD7331,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,10.37,0.018,111.87,1998.0,2217.44
NC1933,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,10.16,0.021,107.56,1998.0,2083.22
FD3075,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,9.89,0.038,117.74,1998.0,2230.43
FD798,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,13.8,0.091,149.53,2009.0,3764.73
FD5872,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,12.09,0.038,166.41,2009.0,3723.03
FD4817,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.4,0.026,131.82,2009.0,2632.49
FD5789,Low Sugar,Dairy,OUT002,Small,Tier 3,Food Mart,8.93,0.053,125.75,1998.0,2175.98
NC7736,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.2,0.037,131.74,2009.0,2812.16
FD1926,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.45,0.075,130.66,2009.0,3072.05
FD5494,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,11.52,0.079,163.24,2009.0,3529.94
DR1691,Regular,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2,13.13,0.013,125.84,2009.0,3128.35
FD5694,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.7,0.021,133.99,2009.0,3196.91
FD6945,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,10.95,0.039,123.62,2009.0,2589.45
DR7304,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2,11.62,0.014,140.0,2009.0,3076.39
FD7949,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,14.65,0.031,160.7,1987.0,4185.3
FD7027,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart,11.35,0.111,90.63,1998.0,2004.7
FD6742,Low Sugar,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,13.31,0.077,169.93,1987.0,4070.89
FD108,Low Sugar,Snack Foods,OUT001,High,Tier 2,Supermarket Type1,16.65,0.033,162.26,1987.0,4191.9
NC5496,No Sugar,Health and Hygiene,OUT002,Small,Tier 3,Food Mart,8.38,0.152,104.11,1998.0,1610.56
FD3129,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,14.11,0.069,150.74,2009.0,3859.4
NC3035,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,14.79,0.144,128.07,2009.0,3547.76
FD6261,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart,9.28,0.041,86.66,1998.0,1455.12
FD8318,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,11.65,0.047,132.02,2009.0,2920.12
FD7224,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,11.95,0.061,139.68,2009.0,3144.66
FD8619,Low Sugar,Breads,OUT001,High,Tier 2,Supermarket Type1,10.45,0.061,120.13,1987.0,2404.11
FD2415,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1,13.83,0.018,166.21,1987.0,4111.7
FD3925,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.65,0.151,142.14,2009.0,3579.45
FD4148,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,15.21,0.039,123.72,2009.0,3553.2
FD7071,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,13.88,0.036,142.94,2009.0,3646.58
FD2404,Regular,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.97,0.021,137.06,2009.0,2870.08
NC2282,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,14.71,0.083,145.12,2009.0,3880.22
FD1726,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.8,0.08,130.16,2009.0,3367.81
NC6147,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,14.28,0.052,141.72,2009.0,3713.11
FD3005,Regular,Meat,OUT001,High,Tier 2,Supermarket Type1,10.37,0.112,118.19,1987.0,2347.68
FD8027,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.04,0.018,159.32,2009.0,3567.01
FD6053,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,14.08,0.046,147.01,2009.0,3775.5
FD4320,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,10.71,0.135,139.94,2009.0,2870.08
NC4715,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.73,0.042,166.45,2009.0,3642.81
FD7503,Regular,Dairy,OUT002,Small,Tier 3,Food Mart,9.81,0.129,92.15,1998.0,1687.0
FD3828,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.21,0.174,172.5,2009.0,3873.49
DR8266,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,14.01,0.141,193.58,1987.0,4712.78
FD7016,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,12.35,0.057,96.96,1987.0,2359.92
FD2735,Regular,Baking Goods,OUT001,High,Tier 2,Supermarket Type1,14.6,0.124,178.76,1987.0,4543.38
FD5868,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,14.3,0.076,159.21,1987.0,4074.0
FD2592,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,13.08,0.079,168.87,2009.0,3997.8
FD2972,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.18,0.067,136.11,2009.0,3348.99
FD575,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,12.09,0.131,131.26,1998.0,615.8
FD6098,Low Sugar,Breads,OUT004,Medium,Tier 2,Supermarket Type2,13.63,0.063,161.04,2009.0,3959.72
DR4291,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,11.99,0.012,157.85,2009.0,3525.77
DR1785,Low Sugar,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,15.36,0.015,145.29,1987.0,4030.44
FD6804,Low Sugar,Dairy,OUT001,High,Tier 2,Supermarket Type1,13.77,0.065,186.41,1987.0,4512.26
FD2540,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.15,0.107,167.36,2009.0,3530.42
DR807,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,10.3,0.098,142.54,2009.0,2828.91
DR5397,Low Sugar,Soft Drinks,OUT002,Small,Tier 3,Food Mart,10.49,0.055,84.61,1998.0,1686.33
NC3390,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,8.67,0.18,104.04,1998.0,1674.24
FD7480,Low Sugar,Canned,OUT002,Small,Tier 3,Food Mart,10.44,0.024,105.54,1998.0,2103.6
FD8285,Regular,Dairy,OUT002,Small,Tier 3,Food Mart,10.01,0.053,111.14,1998.0,2122.44
FD547,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,15.2,0.062,155.22,1987.0,4638.23
FD3431,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.41,0.015,172.0,2009.0,3909.74
FD811,Low Sugar,Frozen Foods,OUT001,High,Tier 2,Supermarket Type1,12.74,0.064,182.38,1987.0,4197.22
NC3038,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,10.87,0.058,140.9,2009.0,2924.92
FD7202,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,13.53,0.057,128.73,2009.0,3278.08
FD5143,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,10.7,0.036,149.61,2009.0,3064.64
FD5035,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,10.36,0.021,137.03,2009.0,2729.96
NC7077,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,11.95,0.086,155.99,2009.0,3477.0
FD7722,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,11.44,0.162,152.76,2009.0,3297.29
FD2066,Regular,Frozen Foods,OUT002,Small,Tier 3,Food Mart,10.84,0.062,100.32,1998.0,2087.67
FD8513,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,10.89,0.082,147.95,2009.0,3072.8
DR3573,Regular,Soft Drinks,OUT001,High,Tier 2,Supermarket Type1,13.91,0.046,162.65,1987.0,4057.88
FD6283,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.86,0.123,111.41,2009.0,2544.74
FD3416,Regular,Canned,OUT002,Small,Tier 3,Food Mart,9.01,0.089,96.1,1998.0,1588.94
FD3589,Low Sugar,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,11.74,0.154,117.14,2009.0,2636.25
FD6115,Low Sugar,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,11.64,0.056,71.59,1998.0,1680.56
FD4388,Regular,Meat,OUT004,Medium,Tier 2,Supermarket Type2,13.84,0.056,98.99,2009.0,2738.56
FD7609,Regular,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,11.26,0.055,68.44,1998.0,1530.97
FD5087,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,10.38,0.164,146.6,2009.0,2931.13
NC216,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,10.37,0.113,89.66,1987.0,3222.72
FD3099,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,8.9,0.076,143.36,2009.0,2531.01
FD3264,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.7,0.021,153.44,2009.0,3594.93
DR3822,Low Sugar,Soft Drinks,OUT004,Medium,Tier 2,Supermarket Type2,11.57,0.136,155.25,2009.0,3375.97
FD3936,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,14.45,0.024,86.51,2009.0,2620.43
FD2616,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.18,0.181,126.06,2009.0,2918.04
NC2877,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,12.03,0.026,112.02,2009.0,2596.63
FD2506,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,11.35,0.016,171.34,2009.0,3656.26
FD8353,Regular,Canned,OUT004,Medium,Tier 2,Supermarket Type2,12.63,0.009,142.0,2009.0,3345.32
FD2088,Regular,Fruits and Vegetables,OUT002,Small,Tier 3,Food Mart,10.56,0.119,104.91,1998.0,2117.81
FD2465,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.51,0.212,143.48,2009.0,3573.67
NC4935,No Sugar,Household,OUT001,High,Tier 2,Supermarket Type1,13.97,0.105,160.54,1987.0,4028.41
FD5649,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,9.87,0.048,138.23,2009.0,2644.48
FD201,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,9.61,0.026,161.79,2009.0,3920.35
FD2157,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,9.88,0.051,123.76,1987.0,2351.4
FD901,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,11.39,0.033,127.97,2009.0,2777.27
FD6127,Low Sugar,Starchy Foods,OUT001,High,Tier 2,Supermarket Type1,12.64,0.099,96.05,1987.0,2408.27
FD1743,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,12.6,0.042,143.1,2009.0,3361.19
FD4908,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.76,0.08,135.64,2009.0,2793.29
FD5159,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,10.4,0.039,131.98,2009.0,2635.72
NC1062,No Sugar,Health and Hygiene,OUT004,Medium,Tier 2,Supermarket Type2,13.83,0.1,134.77,2009.0,3469.51
FD7711,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.04,0.091,126.95,2009.0,2903.34
FD2824,Low Sugar,Canned,OUT004,Medium,Tier 2,Supermarket Type2,10.78,0.037,144.32,2009.0,2975.2
FD3671,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1,12.0,0.037,190.15,1987.0,4187.37
FD4581,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,10.91,0.05,129.6,2009.0,2703.23
NC8437,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,14.69,0.072,138.5,2009.0,3738.32
NC7612,No Sugar,Household,OUT002,Small,Tier 3,Food Mart,11.44,0.085,101.11,1998.0,2238.75
FD315,Low Sugar,Baking Goods,OUT002,Small,Tier 3,Food Mart,8.53,0.088,122.87,1998.0,1918.06
NC2986,No Sugar,Health and Hygiene,OUT001,High,Tier 2,Supermarket Type1,14.58,0.295,161.96,1987.0,4195.39
FD6621,Low Sugar,Fruits and Vegetables,OUT001,High,Tier 2,Supermarket Type1,10.3,0.01,122.52,1987.0,2419.44
FD2217,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,10.69,0.035,141.42,2009.0,2894.49
FD6932,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,10.8,0.074,184.97,2009.0,3810.58
FD6004,Regular,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,12.8,0.075,144.69,2009.0,3438.07
FD1436,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,11.11,0.105,134.32,2009.0,2845.55
FD6910,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.09,0.033,163.18,2009.0,3882.38
FD2581,Regular,Canned,OUT001,High,Tier 2,Supermarket Type1,8.91,0.026,132.93,1987.0,2318.55
FD7788,Regular,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.39,0.047,117.96,2009.0,3025.91
FD2827,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,8.31,0.031,92.66,1998.0,1358.35
NC6177,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,13.24,0.074,142.7,2009.0,3496.38
FD997,Regular,Baking Goods,OUT004,Medium,Tier 2,Supermarket Type2,11.15,0.085,146.19,2009.0,3097.14
FD5303,Low Sugar,Fruits and Vegetables,OUT004,Medium,Tier 2,Supermarket Type2,15.46,0.105,105.02,2009.0,3229.08
FD1648,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.84,0.093,128.06,2009.0,3106.46
FD7666,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,14.14,0.104,156.29,2009.0,3979.1
FD958,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,9.66,0.039,117.44,1998.0,2170.99
FD1859,Low Sugar,Dairy,OUT004,Medium,Tier 2,Supermarket Type2,10.03,0.137,150.09,2009.0,2922.6
FD711,Low Sugar,Snack Foods,OUT004,Medium,Tier 2,Supermarket Type2,13.75,0.038,150.43,2009.0,3771.58
FD5929,Low Sugar,Canned,OUT001,High,Tier 2,Supermarket Type1,14.86,0.031,190.16,1987.0,4833.74
FD4673,Low Sugar,Frozen Foods,OUT004,Medium,Tier 2,Supermarket Type2,12.21,0.168,118.01,2009.0,2758.44
FD8763,Low Sugar,Breads,OUT002,Small,Tier 3,Food Mart,10.78,0.016,95.76,1998.0,1980.69
NC4225,No Sugar,Household,OUT004,Medium,Tier 2,Supermarket Type2,12.91,0.029,153.4,2009.0,3641.88
DR3676,Low Sugar,Hard Drinks,OUT004,Medium,Tier 2,Supermarket Type2,11.76,0.068,164.98,2009.0,3618.29
FD3898,Low Sugar,Meat,OUT004,Medium,Tier 2,Supermarket Type2,11.22,0.025,143.32,2009.0,3053.38
FD1487,Low Sugar,Snack Foods,OUT002,Small,Tier 3,Food Mart,9.2,0.081,108.37,1998.0,1881.0
